Year,Event,Full_Text,Sentiment_Score,Category
2024,"^Halpert, Madeline (November 6, 2024).""Trump has won the election. What happens to his legal cases?"".BBC News. RetrievedNovember 6,2024....","^Halpert, Madeline (November 6, 2024).""Trump has won the election. What happens to his legal cases?"".BBC News. RetrievedNovember 6,2024.",0.2,Positive
2024,"^Reid, Paula; Sneed, Tierney; Cole, Devan (November 25, 2024).""Special counsel Jack Smith drops election subversion and classified documents cases against Donald Trump"".CNN. RetrievedNovember 25,2024....","^Reid, Paula; Sneed, Tierney; Cole, Devan (November 25, 2024).""Special counsel Jack Smith drops election subversion and classified documents cases against Donald Trump"".CNN. RetrievedNovember 25,2024.",0.35714285714285715,Positive
2024,"^Dilanian, Ken; Jarrett, Laura (November 6, 2024).""DOJ moving to wind down Trump criminal cases before he takes office"".NBC News. RetrievedNovember 7,2024....","^Dilanian, Ken; Jarrett, Laura (November 6, 2024).""DOJ moving to wind down Trump criminal cases before he takes office"".NBC News. RetrievedNovember 7,2024.",-0.2777777777777778,Negative
2024,"^Cheney, Kyle (May 7, 2024).""Judge Cannon Indefinitely Postpones Trump's Classified Docs Trial"".Politico.Archivedfrom the original on May 8, 2024. RetrievedMay 7,2024....","^Cheney, Kyle (May 7, 2024).""Judge Cannon Indefinitely Postpones Trump's Classified Docs Trial"".Politico.Archivedfrom the original on May 8, 2024. RetrievedMay 7,2024.",0.375,Positive
2024,"^abGrenoble, Ryan (September 6, 2024).""Judge Postpones Trump's Hush Money Sentencing Until After The Election"".HuffPost.Archivedfrom the original on September 6, 2024. RetrievedSeptember 6,2024....","^abGrenoble, Ryan (September 6, 2024).""Judge Postpones Trump's Hush Money Sentencing Until After The Election"".HuffPost.Archivedfrom the original on September 6, 2024. RetrievedSeptember 6,2024.",0.375,Positive
2024,"^Cohen, Zachary; Murray, Sara (June 5, 2024).""Georgia Court of Appeals Indefinitely Pauses the Election Subversion Conspiracy Case Against Donald Trump"".CNN.Archivedfrom the original on June 5, 2024. ...","^Cohen, Zachary; Murray, Sara (June 5, 2024).""Georgia Court of Appeals Indefinitely Pauses the Election Subversion Conspiracy Case Against Donald Trump"".CNN.Archivedfrom the original on June 5, 2024. RetrievedJune 6,2024.",0.375,Positive
2024,"^Johnson, Carrie (July 15, 2024).""Judge Dismisses Trump Documents Case over Special Counsel Appointment"".NPR. RetrievedOctober 22,2024....","^Johnson, Carrie (July 15, 2024).""Judge Dismisses Trump Documents Case over Special Counsel Appointment"".NPR. RetrievedOctober 22,2024.",0.35714285714285715,Positive
2024,"^ab""December 19, 2024"".Court of Appeals of Georgia. December 19, 2024.Archivedfrom the original on December 19, 2024. RetrievedDecember 19,2024....","^ab""December 19, 2024"".Court of Appeals of Georgia. December 19, 2024.Archivedfrom the original on December 19, 2024. RetrievedDecember 19,2024.",0.375,Positive
2024,"^abNPR Washington Desk (November 25, 2024).""Judge grants dismissal of Jan. 6 case against Trump"".NPR. RetrievedJanuary 20,2025....","^abNPR Washington Desk (November 25, 2024).""Judge grants dismissal of Jan. 6 case against Trump"".NPR. RetrievedJanuary 20,2025.",0.0,Neutral
2024,"^""Supreme Court Rules Trump Is Entitled to Some Immunity in January 6 Case"".CNN. July 1, 2024. Archived fromthe originalon July 1, 2024. RetrievedJuly 1,2024....","^""Supreme Court Rules Trump Is Entitled to Some Immunity in January 6 Case"".CNN. July 1, 2024. Archived fromthe originalon July 1, 2024. RetrievedJuly 1,2024.",0.0,Neutral
2024,"^Cole, Devan; del Valle, Lauren; Scannell, Kara; Herb, Jeremy; Reid, Paula (November 6, 2024).""What happens to Trump's criminal and civil cases now that he's been reelected"".CNN.Archivedfrom the origi...","^Cole, Devan; del Valle, Lauren; Scannell, Kara; Herb, Jeremy; Reid, Paula (November 6, 2024).""What happens to Trump's criminal and civil cases now that he's been reelected"".CNN.Archivedfrom the original on November 6, 2024. RetrievedNovember 6,2024.",-0.012500000000000011,Neutral
2024,"^ab""Florida Judge Dismisses the Trump Classified Documents Case"".NBC News. July 16, 2024.Archivedfrom the original on July 15, 2024. RetrievedOctober 22,2024....","^ab""Florida Judge Dismisses the Trump Classified Documents Case"".NBC News. July 16, 2024.Archivedfrom the original on July 15, 2024. RetrievedOctober 22,2024.",0.375,Positive
2024,"^""United States District Court Southern District of Florida West Palm Beach Division""(PDF). July 17, 2024. RetrievedOctober 22,2024....","^""United States District Court Southern District of Florida West Palm Beach Division""(PDF). July 17, 2024. RetrievedOctober 22,2024.",0.0,Neutral
2024,"^Reid, Paula; Sneed, Tierney; Cole, Devan (November 25, 2024).""Special counsel Jack Smith drops election subversion and classified documents cases against Donald Trump"".CNN. RetrievedNovember 25,2024....","^Reid, Paula; Sneed, Tierney; Cole, Devan (November 25, 2024).""Special counsel Jack Smith drops election subversion and classified documents cases against Donald Trump"".CNN. RetrievedNovember 25,2024.",0.35714285714285715,Positive
2024,"^O'Driscoll, Sean (November 26, 2024).""Read in full: How Judge Chutkan dismissed Donald Trump case"".Newsweek....","^O'Driscoll, Sean (November 26, 2024).""Read in full: How Judge Chutkan dismissed Donald Trump case"".Newsweek.",0.35,Positive
2024,"^Ball, Molly (April 20, 2024).""Trump's Trial and Campaign Collide as Historic Prosecution Begins"".The Wall Street Journal. RetrievedApril 21,2024....","^Ball, Molly (April 20, 2024).""Trump's Trial and Campaign Collide as Historic Prosecution Begins"".The Wall Street Journal. RetrievedApril 21,2024.",0.0,Neutral
2024,"^abcO'Kruk, Amy; Merrill, Curt (April 16, 2024).""Tracking Donald Trump's Indictments"".CNN. RetrievedApril 24,2024....","^abcO'Kruk, Amy; Merrill, Curt (April 16, 2024).""Tracking Donald Trump's Indictments"".CNN. RetrievedApril 24,2024.",0.0,Neutral
2024,"^Kates, Graham (July 3, 2024).""Experts Doubt Trump Will Get Conviction Tossed in ""Hush Money"" Case Despite Supreme Court Ruling"".CBS News.Archivedfrom the original on July 7, 2024. RetrievedJuly 7,202...","^Kates, Graham (July 3, 2024).""Experts Doubt Trump Will Get Conviction Tossed in ""Hush Money"" Case Despite Supreme Court Ruling"".CBS News.Archivedfrom the original on July 7, 2024. RetrievedJuly 7,2024.",0.375,Positive
2024,"^Smith sought to remove Trump as a co-defendant on November 25, 2024. TheEleventh Circuit Court of Appealsgranted Smith's motion to remove Trump as a co-defendant on November 26, 2024....","^Smith sought to remove Trump as a co-defendant on November 25, 2024. TheEleventh Circuit Court of Appealsgranted Smith's motion to remove Trump as a co-defendant on November 26, 2024.",0.0,Neutral
2024,"^""US court dismisses appeal in Trump documents case"".US News. Reuters. November 26, 2024. RetrievedJanuary 21,2025....","^""US court dismisses appeal in Trump documents case"".US News. Reuters. November 26, 2024. RetrievedJanuary 21,2025.",0.0,Neutral
2024,"^Gerstein, Josh (September 12, 2024).""Judge in Georgia Election Case Knocks out 2 Charges Against Trump"".Politico.Archivedfrom the original on September 13, 2024. RetrievedSeptember 13,2024....","^Gerstein, Josh (September 12, 2024).""Judge in Georgia Election Case Knocks out 2 Charges Against Trump"".Politico.Archivedfrom the original on September 13, 2024. RetrievedSeptember 13,2024.",0.375,Positive
2024,"^Wang, Amy B.""Trump lashes out at 'so-called judge' who temporarily blocked travel ban"".The Washington Post.ISSN0190-8286.Archivedfrom the original on June 6, 2024. RetrievedSeptember 7,2020....","^Wang, Amy B.""Trump lashes out at 'so-called judge' who temporarily blocked travel ban"".The Washington Post.ISSN0190-8286.Archivedfrom the original on June 6, 2024. RetrievedSeptember 7,2020.",0.375,Positive
2024,"Murray, Melissa;Weissmann, Andrew, eds. (2024).The Trump Indictments The Historic Charging Documents with Commentary. New York: W.W. Norton.ISBN978-1-324-07920-0....","Murray, Melissa;Weissmann, Andrew, eds. (2024).The Trump Indictments The Historic Charging Documents with Commentary. New York: W.W. Norton.ISBN978-1-324-07920-0.",0.06818181818181818,Positive
2024,"^Schouten, Fredreka.""Thousands expected at 'Not My Presidents Day' rallies Monday"".USA Today.Archivedfrom the original on December 17, 2024. RetrievedSeptember 7,2020....","^Schouten, Fredreka.""Thousands expected at 'Not My Presidents Day' rallies Monday"".USA Today.Archivedfrom the original on December 17, 2024. RetrievedSeptember 7,2020.",0.1375,Positive
2024,"^Cook, Tony.""Pence used personal email for state business — and was hacked"".USA Today.Archivedfrom the original on December 22, 2024. RetrievedSeptember 7,2020....","^Cook, Tony.""Pence used personal email for state business — and was hacked"".USA Today.Archivedfrom the original on December 22, 2024. RetrievedSeptember 7,2020.",0.1875,Positive
2024,TheDistrict of Columbia trialwas put on hold in February 2024 while waiting for theSupreme Courttodetermine whether Trump is immune from prosecution. The case was returned to the District Court on Aug...,"TheDistrict of Columbia trialwas put on hold in February 2024 while waiting for theSupreme Courttodetermine whether Trump is immune from prosecution. The case was returned to the District Court on August 2 to conduct hearings consistent with the Supreme Court's ruling. Following Trump's 2024 election to the presidency, however, the special counsel asked to dismiss the case.",0.2023809523809524,Positive
2024,"^""Trump set to field phone calls from several foreign leaders"".NBC News.Archivedfrom the original on November 3, 2024. RetrievedJanuary 29,2017....","^""Trump set to field phone calls from several foreign leaders"".NBC News.Archivedfrom the original on November 3, 2024. RetrievedJanuary 29,2017.",0.08333333333333333,Positive
2024,"^Charalambous, Peter; Faulders, Katherine (November 26, 2024).""Trump's federal prosecution ends as appeals court drops him from classified documents case"".ABC News.Archivedfrom the original on Novembe...","^Charalambous, Peter; Faulders, Katherine (November 26, 2024).""Trump's federal prosecution ends as appeals court drops him from classified documents case"".ABC News.Archivedfrom the original on November 27, 2024. RetrievedNovember 26,2024.",0.375,Positive
2024,"^""What Is an 'Official' Act, And How Will a Judge Interpret Trump's Immunity?"".Washington Post. July 3, 2024.Archivedfrom the original on July 4, 2024. RetrievedJuly 7,2024....","^""What Is an 'Official' Act, And How Will a Judge Interpret Trump's Immunity?"".Washington Post. July 3, 2024.Archivedfrom the original on July 4, 2024. RetrievedJuly 7,2024.",0.375,Positive
2024,"^Cabral, Sam (February 6, 2024).""Donald Trump Does Not Have Presidential Immunity, US Court Rules"".BBC News.Archivedfrom the original on February 6, 2024. RetrievedFebruary 6,2024....","^Cabral, Sam (February 6, 2024).""Donald Trump Does Not Have Presidential Immunity, US Court Rules"".BBC News.Archivedfrom the original on February 6, 2024. RetrievedFebruary 6,2024.",0.375,Positive
2024,"The six-week-longNew York triallasted April15–May 30, 2024 and resulted in the conviction of Trump on all 34 charges.However, on January 10, 2025, the judge issued an unconditional discharge....","The six-week-longNew York triallasted April15–May 30, 2024 and resulted in the conviction of Trump on all 34 charges.However, on January 10, 2025, the judge issued an unconditional discharge.",0.0,Neutral
2024,"On June 5, 2024, theGeorgia casewas paused while theGeorgia Court of Appealsdecided whether to disqualifyFani Willisfrom prosecuting it,which it did in December.On November 26, 2025, the new prosecuto...","On June 5, 2024, theGeorgia casewas paused while theGeorgia Court of Appealsdecided whether to disqualifyFani Willisfrom prosecuting it,which it did in December.On November 26, 2025, the new prosecutor, Pete Skandalakis, dropped all charges.",0.13636363636363635,Positive
2024,"JudgeAileen Cannondismissed the Florida case, rulingJack Smith's appointment as special counsel was unconstitutional.TheOffice of the Special Counselappealedthe dismissal to theEleventh Circuit Court ...","JudgeAileen Cannondismissed the Florida case, rulingJack Smith's appointment as special counsel was unconstitutional.TheOffice of the Special Counselappealedthe dismissal to theEleventh Circuit Court of Appeals,but after Trump's 2024 election to the presidency, it asked the court to dismiss the case.",0.35714285714285715,Positive
2024,"^abSneed, Tierney; Morris, Jason; Valencia, Nick (March 13, 2024).""Judge Dismisses Some Trump Georgia Election Subversion Charges but Leaves Most of the Case Intact"".CNN. RetrievedMay 12,2024....","^abSneed, Tierney; Morris, Jason; Valencia, Nick (March 13, 2024).""Judge Dismisses Some Trump Georgia Election Subversion Charges but Leaves Most of the Case Intact"".CNN. RetrievedMay 12,2024.",0.5,Positive
2025,"^Kindy, Kimberly.""Trump signs bill that kills Obama-era rule targeting wage theft, unsafe working conditions"".Chicago Tribune.Archivedfrom the original on July 10, 2025. RetrievedSeptember 7,2020....","^Kindy, Kimberly.""Trump signs bill that kills Obama-era rule targeting wage theft, unsafe working conditions"".Chicago Tribune.Archivedfrom the original on July 10, 2025. RetrievedSeptember 7,2020.",0.375,Positive
2025,Foreign policyFirst TermSyria strikes20172018Kosovo–Serbia agreementsSecond TermRussian invasion of UkrainePutin phone callSaudi Arabia meetingZelenskyy Oval Office meetingminerals agreementpeace talk...,Foreign policyFirst TermSyria strikes20172018Kosovo–Serbia agreementsSecond TermRussian invasion of UkrainePutin phone callSaudi Arabia meetingZelenskyy Oval Office meetingminerals agreementpeace talksPutin summitsAlaskaBudapestWhite House multilateral meeting on UkrainePeace plan for UkraineArmenia–Azerbaijan agreementKuala Lumpur accordAmerica FirstAmerican expansionismGreenlandProposed Venezuela invasionAfghanistanAfghanistan withdrawalTaliban dealIranFirst Termnuclear deal withdrawalSecond TermIran negotiationsIran–Israel warJune 2025 strikesIran–Israel war ceasefireIraqSoleimaniIsraelFirst TermJerusalem recognitionGolan Heights recognitionPalestine peace planAbraham AccordsSecond TermGaza Strip takeover proposalGaza peace planSaudi Arabia2017 arms dealSyriaal-Baghdadi,-0.012499999999999997,Neutral
